ID or #		Start	End	Type
2133		3681653	3683641	complete
2134		3683723	3687196	complete
2135		3687178	3688284	complete
2136		3688291	3690630	complete
2137		3690641	3693259	complete
2138		3694020	3694208	complete
2139		3694481	3696052	complete
2140		3696049	3696240	complete
2141		3696237	3697916	complete
2142		3698586	3699857	complete
2143		3706807	3708498	complete
2144		3708822	3710030	complete
2145		3710259	3710957	complete
2146		3711675	3712115	complete
2147		3714570	3715229	complete
2148		3715333	3716307	complete
2149		3716357	3717067	complete
2150		3723910	3724905	complete
2151		3730224	3731765	complete
2152		3731743	3732924	complete
2153		3739707	3740555	complete
2154		3740756	3741754	complete
2155		3741766	3742233	complete
2156		3742351	3742824	complete
2157		3742827	3744104	complete
2158		3744117	3745103	complete
2159		3745107	3746603	complete
2160		3746600	3747262	complete
2161		3747255	3748115	complete
2162		3748109	3748804	complete
2163		3749151	3749891	complete
2164		3750015	3750989	complete
2165		3750986	3752122	complete
2166		3752128	3752451	complete
2167		3752996	3754534	complete
2168		3754699	3755850	complete
2169		3782214	3782465	complete
2170		3782607	3783038	complete
2171		3783283	3784827	complete
2172		3784861	3786120	complete
2173		3786124	3787083	complete
2174		1073465	1074103	complete
2175		1154347	1154988	complete
2176		1156000	1156797	complete
2177		1350660	1351652	complete
2178		1349852	1350658	complete
2179		1023125	1023571	complete
2180		1025780	1026238	complete
2181		2696781	2697629	complete
2182		4638965	4639651	complete
2183		2653097	2654380	complete
2184		2654558	2654758	complete
2185		112599	113219	complete
2186		111856	112599	complete
2187		111649	111846	complete
2188		129407	131260	complete
2189		131615	134212	complete
2190		137083	138633	complete
2191		142008	142670	complete
2192		142779	143705	complete
2193		143702	144472	complete
2194		144577	145017	complete
2195		2354926	2355825	complete
2196		151003	151599	complete
2197		151626	152231	complete
2198		152243	152812	complete
2199		156299	156883	complete
2200		162105	164534	complete
2201		161501	162031	complete
2202		175107	176528	complete
2203		176610	176954	complete
2204		177001	177624	complete
2205		177662	178462	complete
2206		182463	183620	complete
2207		183709	184095	complete
2208		184257	185069	complete
2209		280053	281207	complete
2210		276980	278026	complete
2211		2706776	2707426	complete
2212		4619792	4621123	complete
2213		4626878	4628545	complete
2214		1364959	1365936	complete
2215		1625541	1626287	complete
2216		3718471	3718623	complete
2217		1995086	1995838	complete
2218		3957555	3957836	complete
2219		3992545	3992748	complete
2220		214833	215255	complete
2221		3556290	3557888	complete
2222		1781055	1782701	complete
2223		992500	993267	complete
2224		751452	752018	complete
2225		2346536	2346790	complete
2226		2980519	2981280	complete
2227		2377370	2378665	complete
2228		3183436	3183987	complete
2229		3482512	3483381	complete
2230		3089156	3089887	complete
2231		597937	601080	complete
2232		1941438	1942223	complete
2233		1850645	1852003	complete
2234		1198902	1200029	complete
2235		3306062	3306946	complete
2236		2929077	2929832	complete
2237		2924330	2925694	complete
2238		3489475	3489642	complete
2239		963543	965807	complete
2240		2524968	2525966	complete
2241		1948856	1949422	complete
2242		1949419	1950237	complete
2243		3544581	3545897	complete
2244		2801524	2802483	complete
2245		4366687	4367163	complete
2246		549662	550555	complete
2247		2311510	2314182	complete
2248		2793696	2794358	complete
2249		2788004	2789272	complete
2250		562553	563068	complete
2251		4536808	4537524	complete
2252		1787637	1787828	complete
2253		1258347	1260026	complete
2254		3206046	3207509	complete
2255		1860040	1860453	complete
2256		773532	773825	complete
2257		2141290	2144607	complete
2258		1003170	1003880	complete
2259		1246919	1248337	complete
2260		1741481	1742854	complete
2261		2641151	2642305	complete
2262		1271342	1271572	complete
2263		1271730	1272425	complete
2264		1272469	1272822	complete
2265		1273007	1274401	complete
2266		829195	829866	complete
2267		865791	866756	complete
2268		2581568	2583547	complete
2269		2580925	2581500	complete
2270		2109101	2110000	complete
2271		2110000	2111085	complete
2272		2464567	2465724	complete
2273		2172619	2173071	complete
2274		2172304	2172588	complete
2275		2170945	2172300	complete
2276		2169857	2170897	complete
2277		2173081	2174343	complete
2278		2174372	2175226	complete
2279		2463323	2464255	complete
2280		837413	837679	complete
2281		836888	837148	complete
2282		387019	387870	complete
2283		1265317	1266150	complete
2284		2165326	2165544	complete
2285		794312	795085	complete
2286		479558	479932	complete
2287		1359935	1360492	complete
2288		1773611	1775206	complete
2289		1324876	1325751	complete
2290		3199229	3199849	complete
2291		196546	197898	complete
2292		2371670	2373025	complete
2293		2374856	2375614	complete
2294		4451606	4452601	complete
2295		4453808	4455181	complete
2296		2746796	2748082	complete
2297		3099829	3100155	complete
2298		1166822	1167361	complete
2299		2713445	2714032	complete
2300		2739382	2739747	complete
2301		1654208	1654768	complete
2302		586314	587204	complete
2303		2445530	2446462	complete
2304		2831934	2833067	complete
2305		1651951	1653165	complete
2306		1650920	1651939	complete
2307		4476496	4476912	complete
2308		505827	506306	complete
2309		2970691	2971884	complete
2310		1566978	1568513	complete
2311		1687876	1689384	complete
2312		4309130	4310065	complete
2313		4310124	4311014	complete
2314		4327383	4328261	complete
2315		4333717	4335054	complete
2316		4342952	4343581	complete
2317		4347338	4348057	complete
2318		4348054	4349685	complete
2319		4349866	4350096	complete
2320		4350108	4350380	complete
2321		4350607	4350903	complete
2322		4352977	4354434	complete
2323		4367179	4368435	complete
2324		4370832	4371185	complete
2325		4371388	4372257	complete
2326		4372652	4373680	complete
2327		4375212	4375745	complete
2328		4381862	4383364	complete
2329		4383416	4383730	complete
2330		4383727	4384041	complete
2331		4384070	4387393	complete
2332		4388480	4389532	complete
2333		4389627	4390172	complete
2334		4390951	4392090	complete
2335		4402409	4402606	complete
2336		4407298	4408029	complete
2337		4408156	4408557	complete
2338		4408576	4409274	complete
2339		4409325	4409984	complete
2340		4410002	4410400	complete
2341		4410410	4411048	complete
2342		4414464	4414793	complete
2343		4414975	4415724	complete
2344		4415721	4416476	complete
2345		4416584	4417648	complete
2346		4418003	4419400	complete
2347		4419416	4419721	complete
2348		4419731	4420195	complete
2349		4420209	4420859	complete
2350		4420869	4421723	complete
2351		4421723	4422409	complete
2352		4422539	4422814	complete
2353		4424651	4425445	complete
2354		4426102	4426740	complete
2355		4426958	4427578	complete
2356		4427887	4429299	complete
2357		4429344	4430006	complete
2358		4430114	4431079	complete
2359		4431187	4432047	complete
2360		4432136	4432516	complete
2361		4435730	4436668	complete
2362		4436731	4437285	complete
2363		4437610	4437816	complete
2364		4437895	4439238	complete
2365		4440405	4442138	complete
2366		4442135	4445914	complete
2367		4445917	4446258	complete
2368		4447985	4448941	complete
2369		4449081	4450583	complete
2370		4450594	4451619	complete
2371		4414040	4414315	complete
2372		3273304	3274875	complete
2373		4457923	4458387	complete
2374		4468550	4468936	complete
2375		4465648	4468344	complete
2376		4470837	4471232	complete
2377		4471363	4472076	complete
2378		4472147	4472740	complete
2379		4472885	4473337	complete
2380		4473460	4475274	complete
2381		4477057	4477560	complete
2382		4477753	4478949	complete
2383		4484241	4485341	complete
2384		4485341	4486423	complete
2385		4486584	4488086	complete
2386		4488164	4489162	complete
2387		4489229	4490548	complete
2388		4490610	4491374	complete
2389		4491398	4492429	complete
2390		4502081	4503298	complete
2391		4503310	4504428	complete
2392		4518694	4520043	complete
2393		4520150	4522117	complete
2394		4522128	4523033	complete
2395		4523038	4523826	complete
2396		4524129	4524911	complete
2397		4524928	4525560	complete
2398		4525572	4526003	complete
2399		4526134	4526940	complete
2400		4526953	4528266	complete
2401		4528553	4529674	complete
2402		4530460	4531206	complete
2403		4531262	4531807	complete
2404		4534637	4535617	complete
2405		4535682	4536788	complete
2406		4547976	4549319	complete
2407		4553513	4554343	complete
2408		4555016	4555408	complete
2409		4555401	4556312	complete
2410		4556377	4557549	complete
2411		4557562	4558023	complete
2412		4558020	4558703	complete
2413		4558953	4559507	complete
2414		4559520	4560698	complete
2415		4560766	4561626	complete
2416		4561945	4562712	complete
2417		4562722	4563873	complete
2418		4563989	4565269	complete
2419		4565310	4566542	complete
2420		4568185	4569597	complete
2421		4569774	4569938	complete
2422		4577522	4577863	complete
2423		4586899	4587102	complete
2424		4587152	4589302	complete
2425		4591384	4592745	complete
2426		4592960	4593874	complete
2427		4594013	4595035	complete
2428		4595173	4597464	complete
2429		4600111	4600881	complete
2430		4601500	4602225	complete
2431		4602333	4602860	complete
2432		4602898	4603686	complete
2433		4604692	4605723	complete
2434		4610434	4611507	complete
2435		4611504	4612283	complete
2436		4612703	4613566	complete
2437		4631256	4631768	complete
2438		4638425	4638565	complete
2439		4499283	4499612	complete
2440		4517361	4518347	complete
2441		134388	134750	complete
2442		1151162	1152403	complete
2443		2415103	2416623	complete
2444		34781	35371	complete
2445		59687	60346	complete
2446		3378765	3380132	complete
2447		1712401	1713006	complete
2448		3378213	3378611	complete
2449		1056485	1057177	complete
2450		1055484	1056512	complete
2451		1052657	1055401	complete
2452		3341402	3341959	complete
2453		604741	605109	complete
2454		602639	603886	complete
2455		1103174	1103629	complete
2456		1550852	1551862	complete
2457		500786	502462	complete
2458		3717501	3717791	complete
2459		3702794	3703813	complete
2460		3701882	3702784	complete
2461		3700888	3701871	complete
2462		3699887	3700891	complete
2463		3575088	3575615	complete
2464		3575754	3576749	complete
2465		3573744	3575084	complete
2466		2882575	2885241	complete
2467		2022659	2022847	complete
2468		642780	643190	complete
2469		2534408	2535259	complete
2470		2535364	2535738	complete
2471		2112526	2113920	complete
2472		2113931	2115151	complete
2473		1349431	1349784	complete
2474		3170552	3171133	complete
2475		3171164	3171478	complete
2476		1117703	1118269	complete
2477		685152	685892	complete
2478		684478	685152	complete
2479		683753	684478	complete
2480		1129058	1129351	complete
2481		1128637	1129053	complete
2482		552441	553163	complete
2483		1694486	1695076	complete
2484		1689610	1690875	complete
2485		1118691	1119809	complete
2486		1120465	1120710	complete
2487		2371294	2371560	complete
2488		1386329	1386835	complete
2489		1433209	1433643	complete
2490		2794359	2794808	complete
2491		197928	200360	complete
2492		2658339	2659553	complete
2493		1939675	1940607	complete
2494		1861874	1862758	complete
2495		1997609	1998409	complete
2496		2060415	2061347	complete
2497		640662	641090	complete
2498		936595	937206	complete
2499		3039335	3040315	complete
2500		2069563	2072682	complete
2501		1122630	1123277	complete
2502		1112802	1113029	complete
2503		937217	938560	complete
2504		1338582	1339751	complete
2505		631612	632700	complete
2506		1894194	1894772	complete
2507		3203346	3204278	complete
2508		1480279	1480884	complete
2509		3037877	3038398	complete
2510		2821871	2822368	complete
2511		2822513	2823598	complete
2512		686062	686970	complete
2513		682700	683635	complete
2514		948891	949481	complete
2515		1066087	1066314	complete
2516		3096580	3097587	complete
2517		3098926	3099645	complete
2518		2871036	2871359	complete
2519		555255	555776	complete
2520		2026473	2027390	complete
2521		2030408	2031103	complete
2522		2812240	2812755	complete
2523		1544312	1545193	complete
2524		193521	194717	complete
2525		3212989	3213495	complete
2526		3217516	3218895	complete
2527		3218937	3219269	complete
2528		3224256	3225689	complete
2529		3225823	3226893	complete
2530		3226910	3229261	complete
2531		3229687	3231705	complete
2532		3231750	3232166	complete
2533		3232163	3232477	complete
2534		3232761	3233897	complete
2535		3233982	3234485	complete
2536		3234562	3235254	complete
2537		3235333	3236319	complete
2538		3236602	3237567	complete
2539		3237966	3239210	complete
2540		3239215	3239766	complete
2541		3239849	3241336	complete
2542		3241351	3242763	complete
2543		3243126	3244544	complete
2544		3244674	3245450	complete
2545		3245795	3246457	complete
2546		3246461	3246844	complete
2547		3246991	3247359	complete
2548		3247397	3247702	complete
2549		3247705	3248109	complete
2550		3248584	3248976	complete
2551		3249046	3250032	complete
2552		3250326	3250691	complete
2553		3250933	3251289	complete
2554		3251340	3252236	complete
2555		3252341	3253042	complete
2556		3253065	3253229	complete
2557		3253363	3254673	complete
2558		3254701	3256032	complete
2559		3256307	3257671	complete
2560		3257743	3258132	complete
2561		3258146	3260440	complete
2562		3271595	3272929	complete
2563		3275359	3275823	complete
2564		3275878	3276687	complete
2565		3276936	3278216	complete
2566		3278239	3278712	complete
2567		3279998	3281152	complete
2568		3281165	3282025	complete
2569		3282192	3282668	complete
2570		3282707	3283510	complete
2571		3283500	3284291	complete
2572		3284292	3285047	complete
2573		3285448	3286032	complete
2574		3286112	3286807	complete
2575		3286836	3289352	complete
2576		3289363	3290454	complete
2577		3290497	3291357	complete
2578		3291422	3293458	complete
2579		3293416	3293811	complete
2580		3293831	3294421	complete
2581		3294431	3295006	complete
2582		3295120	3296160	complete
2583		3296233	3296868	complete
2584		3296996	3297514	complete
2585		3297494	3297937	complete
2586		3297988	3298290	complete
2587		3298277	3298780	complete
2588		3298774	3299298	complete
2589		3299507	3300502	complete
2590		3300511	3301389	complete
2591		3301470	3302477	complete
2592		3318010	3319635	complete
2593		3325812	3326105	complete
2594		3328604	3329776	complete
2595		3334571	3334825	complete
2596		3334985	3335278	complete
2597		3335278	3335913	complete
2598		3335932	3336483	complete
2599		3336488	3337270	complete
2600		3337278	3338087	complete
2601		3338297	3339274	complete
2602		3339288	3340274	complete
2603		3340295	3340861	complete
2604		3340858	3341433	complete
2605		3346474	3347106	complete
2606		3347103	3347831	complete
2607		3351143	3352072	complete
2608		3360829	3363210	complete
2609		3364948	3365664	complete
2610		3365849	3366976	complete
2611		3367036	3367500	complete
2612		3367497	3368372	complete
2613		3368369	3369058	complete
2614		3371720	3372511	complete
2615		3372891	3374258	complete
2616		3376892	3378019	complete
2617		3383560	3383823	complete
2618		3383879	3384151	complete
2619		3384243	3386210	complete
2620		3386216	3387148	complete
2621		3387156	3387359	complete
2622		3387542	3388471	complete
2623		3388605	3390050	complete
2624		3390480	3394280	complete
2625		489334	489495	complete
2626		3405397	3405639	complete
2627		3410643	3410822	complete
2628		3416412	3416633	complete
2629		3418156	3419337	complete
2630		3419347	3420450	complete
2631		3420458	3421216	complete
2632		3427258	3427812	complete
2633		3427788	3428045	complete
2634		3428865	3429437	complete
2635		3429442	3429984	complete
2636		890136	890423	complete
2637		490106	490483	complete
2638		2087486	2087737	complete
2639		2876591	2876875	complete
2640		2338439	2342191	complete
2641		674241	674723	complete
2642		1398271	1399797	complete
2643		778821	779612	complete
2644		1017708	1018160	complete
2645		2722150	2722473	complete
2646		1494880	1496535	complete
2647		1934676	1935545	complete
2648		1993842	1994066	complete
2649		1977777	1978205	complete
2650		1987275	1987514	complete
2651		1496675	1496899	complete
2652		1912860	1913558	complete
2653		394354	395511	complete
2654		1328441	1328692	complete
2655		719806	720063	complete
2656		1383535	1384596	complete
2657		431536	432075	complete
2658		805221	806504	complete
2659		1029562	1029891	complete
2660		1206724	1207353	complete
2661		3053634	3053963	complete
2662		555884	556096	complete
2663		2740405	2741631	complete
2664		3134685	3136544	complete
2665		3132894	3134393	complete
2666		3457839	3459035	complete
2667		3459045	3459482	complete
2668		3459490	3459999	complete
2669		3451951	3453420	complete
2670		3453600	3454415	complete
2671		3454399	3456351	complete
2672		3456361	3457842	complete
2673		3459996	3460373	complete
2674		3460366	3460953	complete
2675		3460946	3461929	complete
2676		3461944	3463107	complete
2677		3472700	3472987	complete
2678		3472995	3473354	complete
2679		3473354	3473740	complete
2680		3473740	3474462	complete
2681		3474629	3475441	complete
2682		2493667	2494587	complete
2683		3478629	3479183	complete
2684		3479311	3481224	complete
2685		3481224	3482246	complete
2686		3482240	3482458	complete
2687		3484813	3486915	complete
2688		3497470	3497637	complete
2689		3497932	3499269	complete
2690		3499290	3500312	complete
2691		3500362	3501192	complete
2692		3501189	3501974	complete
2693		3502074	3502805	complete
2694		3502957	3504042	complete
2695		3504054	3505358	complete
2696		3505370	3505723	complete
2697		3505734	3506612	complete
2698		3506609	3507835	complete
2699		3507835	3508998	complete
2700		3509082	3509444	complete
2701		3509461	3510366	complete
2702		3518637	3519041	complete
2703		3519031	3519471	complete
2704		3519455	3519994	complete
2705		3519994	3520773	complete
2706		3523611	3524171	complete
2707		3524491	3526626	complete
2708		3526691	3527359	complete
2709		3527370	3527771	complete
2710		3527796	3528674	complete
2711		3528737	3530461	complete
2712		3535407	3537728	complete
2713		3540750	3540986	complete
2714		3542904	3543587	complete
2715		3543646	3544221	complete
2716		1481085	1484987	complete
2717		3553855	3554871	complete
2718		3554875	3556101	complete
2719		2808366	2808701	complete
2720		3573094	3573687	complete
2721		3576973	3577668	complete
2722		3577791	3578828	complete
2723		3579161	3579649	complete
2724		3579886	3581064	complete
2725		3582782	3583066	complete
2726		2470409	2470903	complete
2727		1667723	1668976	complete
2728		3121849	3122253	complete
2729		3213749	3214513	complete
2730		3214801	3215424	complete
2731		3215578	3217098	complete
2732		1956544	1957290	complete
2733		2506483	2507448	complete
2734		2922757	2923302	complete
2735		2830498	2831937	complete
2736		1011224	1012477	complete
2737		1012482	1014122	complete
2738		1322122	1322742	complete
2739		1322770	1324665	complete
2740		3043180	3043923	complete
2741		3062015	3062800	complete
2742		3062824	3064302	complete
2743		3064299	3065195	complete
2744		3074201	3075478	complete
2745		3092122	3093102	complete
2746		3093120	3093824	complete
2747		3093842	3094408	complete
2748		3094405	3094695	complete
2749		3094703	3095296	complete
2750		3095289	3096425	complete
2751		3102115	3102390	complete
2752		3102455	3103534	complete
2753		3107575	3108282	complete
2754		3108612	3109148	complete
2755		3111089	3111499	complete
2756		3111565	3112374	complete
2757		3112572	3117134	complete
2758		3117619	3119301	complete
2759		3123492	3124544	complete
2760		3124544	3126043	complete
2761		3126294	3127058	complete
2762		3129363	3130430	complete
2763		3130476	3131234	complete
2764		3131266	3131979	complete
2765		3132153	3132845	complete
2766		3136749	3137615	complete
2767		3143165	3144283	complete
2768		3144472	3144759	complete
2769		3145919	3146959	complete
2770		3146999	3147493	complete
2771		3152284	3153240	complete
2772		3153377	3154540	complete
2773		3154645	3155472	complete
2774		3155672	3156598	complete
2775		3156649	3156906	complete
2776		3156949	3159168	complete
2777		3164133	3165740	complete
2778		3165873	3166268	complete
2779		3166270	3166566	complete
2780		3166771	3167253	complete
2781		3167306	3167698	complete
2782		3167850	3168509	complete
2783		3168506	3169855	complete
2784		3169901	3170233	complete
2785		3182862	3183152	complete
2786		2899918	2901396	complete
2787		2902769	2903440	complete
2788		2903733	2904605	complete
2789		2989290	2989781	complete
2790		2990116	2991492	complete
2791		2991660	2991878	complete
2792		2997158	2997913	complete
2793		2998367	3000625	complete
2794		3000636	3001514	complete
2795		3001511	3001990	complete
2796		3002030	3003808	complete
2797		3004284	3005474	complete
2798		3005532	3006728	complete
2799		3006786	3007997	complete
2800		3008050	3009435	complete
2801		3009483	3010415	complete
2802		3010636	3012261	complete
2803		3012309	3013079	complete
2804		3013182	3013760	complete
2805		3014082	3017180	complete
2806		3017183	3018511	complete
2807		3018562	3019341	complete
2808		3019338	3022208	complete
2809		3022373	3023773	complete
2810		3023788	3025107	complete
2811		3025143	3026510	complete
2812		3026546	3027034	complete
2813		3027034	3028953	complete
2814		3029389	3030837	complete
2815		3031087	3031635	complete
2816		3038438	3038845	complete
2817		3038826	3039092	complete
2818		2969293	2969511	complete
2819		3040511	3041170	complete
2820		3041334	3041645	complete
2821		3041684	3043123	complete
2822		2940940	2941167	complete
2823		2941359	2942564	complete
2824		2942564	2943007	complete
2825		2943058	2943864	complete
2826		2944103	2945200	complete
2827		2945779	2947032	complete
2828		2966469	2966999	complete
2829		2968442	2969155	complete
2830		2969619	2970659	complete
2831		2981310	2982146	complete
2832		2982433	2983614	complete
2833		2983869	2985098	complete
2834		2985558	2986190	complete
2835		2986524	2987333	complete
2836		2987326	2987808	complete
2837		2857782	2858438	complete
2838		2858489	2859256	complete
2839		2859452	2860360	complete
2840		2860357	2861523	complete
2841		2861615	2862253	complete
2842		2862258	2863034	complete
2843		2863123	2864487	complete
2844		2868277	2869326	complete
2845		2869802	2870512	complete
2846		2870531	2870842	complete
2847		2876877	2877794	complete
2848		2877810	2878409	complete
2849		2878396	2879070	complete
2850		2879073	2880164	complete
2851		2880177	2880659	complete
2852		2880652	2882160	complete
2853		2890236	2890601	complete
2854		2890679	2891950	complete
2855		2891941	2892201	complete
2856		2892218	2892793	complete
2857		2892941	2893801	complete
2858		2893798	2894577	complete
2859		2894555	2895892	complete
2860		2895986	2897440	complete
2861		2897510	2898295	complete
2862		1940686	1941441	complete
2863		959487	960251	complete
2864		1009187	1011094	complete
2865		1447100	1449373	complete
2866		250898	251953	complete
2867		246242	246502	complete
2868		240859	243303	complete
2869		243543	244121	complete
2870		244327	245094	complete
2871		245065	245805	complete
2872		246712	247461	complete
2873		247637	248134	complete
2874		252005	252298	complete
2875		252301	252699	complete
2876		252709	253161	complete
2877		245961	246239	complete
2878		2363040	2363642	complete
2879		1665368	1666588	complete
2880		2520751	2522007	complete
2881		2523149	2523913	complete
2882		2474716	2475651	complete
2883		3083942	3084073	complete
2884		3084209	3084424	complete
2885		2916067	2917407	complete
2886		2917428	2918768	complete
2887		2918770	2920122	complete
2888		2920557	2921006	complete
2889		2921024	2921806	complete
2890		2921806	2922135	complete
2891		2923370	2924218	complete
2892		2898614	2899891	complete
2893		1984949	1985452	complete
2894		404988	405446	complete
2895		2705820	2706776	complete
2896		2705344	2705823	complete
2897		1445543	1447042	complete
2898		1441075	1443714	complete
2899		1439345	1439767	complete
2900		1439082	1439348	complete
2901		1435284	1438808	complete
2902		2379104	2379565	complete
2903		2378744	2379049	complete
2904		1439878	1440867	complete
2905		1363574	1364839	complete
2906		1679000	1679722	complete
2907		1680183	1680902	complete
2908		1679719	1680054	complete
2909		2752030	2752320	complete
2910		2752310	2752786	complete
2911		2755666	2756622	complete
2912		2757007	2758416	complete
2913		2758569	2759195	complete
2914		2759373	2761562	complete
2915		2761559	2763175	complete
2916		2763535	2763798	complete
2917		2763940	2765013	complete
2918		2765006	2765377	complete
2919		2765732	2766595	complete
2920		2766687	2767508	complete
2921		2767725	2768426	complete
2922		2768703	2769146	complete
2923		2769170	2769637	complete
2924		2771340	2773043	complete
2925		2773941	2774399	complete
2926		2774408	2774890	complete
2927		2775137	2775454	complete
2928		2776168	2780748	complete
2929		2697685	2697945	complete
2930		466636	467454	complete
2931		464836	466536	complete
2932		467607	468065	complete
2933		209679	211820	complete
2934		212331	213629	complete
2935		213678	213932	complete
2936		213925	214125	complete
2937		214291	214836	complete
2938		211877	212266	complete
2939		932447	936436	complete
2940		793079	793867	complete
2941		1386954	1387919	complete
2942		798845	799798	complete
2943		797809	798804	complete
2944		1051070	1051300	complete
2945		1051290	1051463	complete
2946		1051512	1052585	complete
2947		765207	767183	complete
2948		767201	769834	complete
2949		745158	745949	complete
2950		2063243	2063788	complete
2951		668519	669130	complete
2952		669154	669795	complete
2953		1985531	1985782	complete
2954		1228706	1229617	complete
2955		506510	507304	complete
2956		507442	507783	complete
2957		508099	510603	complete
2958		510865	511797	complete
2959		511800	513092	complete
2960		461139	463010	complete
2961		463161	463532	complete
2962		463626	464024	complete
2963		464076	464771	complete
2964		474603	475175	complete
2965		475206	475595	complete
2966		513217	513624	complete
2967		513625	514083	complete
2968		514080	514997	complete
2969		515143	515820	complete
2970		515807	516586	complete
2971		516649	517503	complete
2972		517564	518373	complete
2973		519640	522054	complete
2974		535810	536688	complete
2975		530519	531445	complete
2976		502700	503920	complete
2977		914575	915270	complete
2978		442828	443739	complete
2979		442275	442865	complete
2980		440773	442221	complete
2981		2987957	2988382	complete
2982		2362576	2363001	complete
2983		1952602	1955031	complete
2984		1955056	1956156	complete
2985		2007845	2008513	complete
2986		2008624	2009103	complete
2987		2480198	2481361	complete
2988		2478660	2480198	complete
2989		2486045	2487190	complete
2990		2798156	2798497	complete
2991		2798745	2798990	complete
2992		2798987	2799397	complete
2993		2795542	2796066	complete
2994		3090959	3091522	complete
2995		3091522	3091938	complete
2996		3122258	3123481	complete
2997		373092	374105	complete
2998		374683	375894	complete
2999		375996	376535	complete
3000		376759	377592	complete
3001		378830	379105	complete
3002		379293	380066	complete
3003		381963	383159	complete
3004		385431	386198	complete
3005		384456	385418	complete
3006		386195	387022	complete
3007		383283	383840	complete
3008		740298	741779	complete
3009		742050	742793	complete
3010		742816	743472	complete
3011		743466	744398	complete
3012		744388	745122	complete
3013		745946	746992	complete
3014		747144	748205	complete
3015		748202	748930	complete
3016		748945	751392	complete
3017		826468	828204	complete
3018		828197	829195	complete
3019		837753	838430	complete
3020		838472	840754	complete
3021		841019	841279	complete
3022		841555	842481	complete
3023		842478	844703	complete
3024		850237	851820	complete
3025		852406	852873	complete
3026		852870	853988	complete
3027		854047	854967	complete
3028		855186	856778	complete
3029		857019	858284	complete
3030		858436	859251	complete
3031		859397	861829	complete
3032		194903	195664	complete
3033		234027	234782	complete
3034		234816	235538	complete
3035		237335	238120	complete
3036		239419	240189	complete
3037		262914	263231	complete
3038		263972	264430	complete
3039		265334	265777	complete
3040		266408	267229	complete
3041		267321	268184	complete
3042		268513	269406	complete
3043		274549	275952	complete
3044		275939	276871	complete
3045		281481	282410	complete
3046		282425	284392	complete
3047		284619	286001	complete
3048		286013	287623	complete
3049		4603827	4604063	complete
3050		287628	288386	complete
3051		1399834	1401279	complete
3052		1401279	1402589	complete
3053		1402765	1403673	complete
3054		1404003	1404566	complete
3055		1404587	1405819	complete
3056		1406074	1407057	complete
3057		1409037	1409972	complete
3058		1410024	1411259	complete
3059		1411261	1411476	complete
3060		1417789	1418265	complete
3061		1418389	1418685	complete
3062		1418708	1419130	complete
3063		1419143	1420000	complete
3064		1420007	1420753	complete
3065		1427073	1430435	complete
3066		1430435	1431010	partial
3069		4061626	4062318	complete
3070		1433784	1434917	complete
3071		1391251	1392864	complete
3072		2041675	2042472	complete
3073		2042962	2050038	complete
3074		2054882	2055598	complete
3075		2056227	2057714	complete
3076		2072803	2074335	complete
3077		2074332	2074778	complete
3078		2074841	2075062	complete
3079		2075136	2075504	complete
3080		2075593	2075967	complete
3081		2077056	2077385	complete
3082		2085353	2086282	complete
3083		2086328	2087152	complete
3084		2645348	2650309	complete
3085		2657925	2658311	complete
3086		2840595	2841065	complete
3087		2659665	2660153	complete
3088		545904	547571	complete
3089		1957304	1957870	complete
3090		2095345	2096325	complete
3091		2096471	2097637	complete
3092		1718414	1718848	complete
3093		1717900	1718367	complete
3094		1101769	1102419	complete
3095		1101375	1101764	complete
3096		1100934	1101350	complete
3097		1100074	1100907	complete
3098		1104184	1104516	complete
3099		1342781	1344766	complete
3100		3193342	3194775	complete
3101		2663457	2664737	complete
3102		1722158	1722679	complete
3103		1722760	1723656	complete
3104		1725861	1726268	complete
3105		1444402	1445307	complete
3106		915696	917354	complete
3107		913181	914080	complete
3108		897741	898868	complete
3109		1379971	1380876	complete
3110		1644429	1644761	complete
3111		1161470	1161847	complete
3112		1161861	1162502	complete
3113		1162483	1163307	complete
3114		1163318	1164343	complete
3115		1164366	1164908	complete
3116		1167423	1168055	complete
3117		1168296	1168553	complete
3118		1168635	1169597	complete
3119		1173315	1174388	complete
3120		1174650	1175849	complete
3121		1175842	1176543	complete
3122		1176543	1177787	complete
3123		1177816	1178727	complete
3124		1178743	1179582	complete
3125		1179702	1180490	complete
3126		1180487	1180948	complete
3127		1193050	1193511	complete
3128		1193521	1194174	complete
3129		1196090	1196755	complete
3130		1196756	1197460	complete
3131		34300	34695	complete
3132		2660605	2661345	partial
3133		2662412	2663266	complete
3134		2664729	2665868	complete
3135		2666028	2666918	complete
3136		2667054	2668415	complete
3137		2668412	2668930	complete
3138		2668930	2669250	complete
3139		2669247	2670059	complete
3140		2670069	2671271	complete
3141		2687693	2689120	complete
3142		2671368	2671790	complete
3143		2671838	2672710	complete
3144		2672722	2673783	complete
3145		2673849	2674847	complete
3146		2674872	2676383	complete
3147		2676406	2677389	complete
3148		2677486	2680767	complete
3149		2680885	2682078	complete
3150		861835	862734	complete
3151		862865	863527	complete
3152		866743	868614	complete
3153		868634	870172	complete
3154		870190	871110	complete
3155		871113	872024	complete
3156		872202	874550	complete
3157		874558	875886	complete
3158		875933	877258	complete
3159		877471	877854	complete
3160		877965	879080	complete
3161		879077	879703	complete
